MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Wine Country,(2019),"
Adventure, Comedy, Drama            ",5.5,"
During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.","
    Director:
Amy Poehler
| 
    Stars:
Amy Poehler, 
Rachel Dratch, 
Ana Gasteyer, 
Maya Rudolph
","19,850",103.0,
Madame Claude,(2021),"
Biography, Crime, Drama            ",5.4,"
Paris, in the late 1960s. Madame Claude is at the head of a flourishing business dedicated to prostitution that gives her power over both the French political and criminal worlds. But the end of her empire is closer than she thinks.","
    Director:
Sylvie Verheyde
| 
    Stars:
Karole Rocher, 
Garance Marillier, 
Roschdy Zem, 
Pierre Deladonchamps
","2,642",112.0,
Running with the Devil,(2019),"
Crime, Drama, Thriller            ",5.4,"
The CEO of an international conglomerate sends two of his most regarded executives to investigate why shipments of cocaine are being hijacked and over cut somewhere on the supply chain.","
    Director:
Jason Cabell
| 
    Stars:
Nicolas Cage, 
Laurence Fishburne, 
Leslie Bibb, 
Cole Hauser
","7,026",100.0,
Jeepers Creepers 3,(2017),"
Horror            ",3.9,"
Sheriff Dan Tashtego and a team of creeper hunters enlist the help of officer Davis Tubbs to help stop the monster's eating spree.","
    Director:
Victor Salva
| 
    Stars:
Stan Shaw, 
Gabrielle Haugh, 
Brandon Smith, 
Meg Foster
","19,260",100.0,$2.24M
Wounds,(2019),"
Drama, Horror, Mystery            ",4.0,"
Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.","
    Director:
Babak Anvari
| 
    Stars:
Armie Hammer, 
Zazie Beetz, 
Karl Glusman, 
Christin Rankins
","17,232",95.0,
Wake Up,(III) (2019),"
Action, Crime, Thriller            ",5.0,"
A man wakes in a hospital bed with no recollection of who he is, and learns that he's wanted by the police for committing a series of murders.","
    Director:
Aleksandr Chernyaev
| 
    Stars:
Jonathan Rhys Meyers, 
Francesca Eastwood, 
William Forsythe, 
Malik Yoba
","2,995",92.0,
The Last Summer,(2019),"
Comedy, Romance            ",5.6,"
Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.","
    Director:
William Bindley
| 
    Stars:
K.J. Apa, 
Maia Mitchell, 
Norman Johnson Jr., 
Jacob Latimore
","12,059",109.0,
Animal Crackers,(2017),"
Animation, Adventure, Comedy            ",5.8,"
A family must use a magical box of Animal Crackers to save a run-down circus from being taken over by their evil uncle Horatio P. Huntington.","
    Directors:
Tony Bancroft, 
Scott Christian Sava, 
Jaime Maestro
| 
    Stars:
Emily Blunt, 
Danny DeVito, 
John Krasinski, 
Ian McKellen
","2,881",105.0,
Kadaver,(2020),"
Drama, Horror, Thriller            ",5.1,"
In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.","
    Director:
Jarand Herdal
| 
    Stars:
Gitte Witt, 
Thomas Gullestad, 
Thorbjørn Harr, 
Maria Grazia Di Meo
","8,104",86.0,
Naked,(I) (2017),"
Comedy, Fantasy, Romance            ",5.4,"
Nervous about finally getting married, a guy is forced to relive the same nerve-wracking hours over and over again until he gets things right on his wedding day.","
    Director:
Michael Tiddes
| 
    Stars:
Marlon Wayans, 
Regina Hall, 
Dennis Haysbert, 
J.T. Jackson
","18,249",96.0,
Let It Snow,(2019),"
Comedy, Romance            ",5.8,"
In a small town on Christmas Eve, a snowstorm brings together a group of young people.","
    Director:
Luke Snellin
| 
    Stars:
Isabela Merced, 
Shameik Moore, 
Odeya Rush, 
Liv Hewson
","18,925",92.0,
Marauders,(2016),"
Action, Crime, Thriller            ",5.5,"
When a bank is hit by a brutal heist, all evidence points to the owner and his high-powered clients. But as a group of FBI agents dig deeper into the case - and the deadly heists continue - it becomes clear that a larger conspiracy is at play.","
    Director:
Steven C. Miller
| 
    Stars:
Bruce Willis, 
Christopher Meloni, 
Dave Bautista, 
Adrian Grenier
","21,162",107.0,
I Still See You,(2018),"
Fantasy, Horror, Sci-Fi            ",5.8,"
Set ten years after an apocalyptic event that killed millions and left the world inhabited by ghosts.","
    Director:
Scott Speer
| 
    Stars:
Bella Thorne, 
Richard Harmon, 
Dermot Mulroney, 
Amy Price-Francis
","9,078",98.0,
IO,(2019),"
Adventure, Drama, Sci-Fi            ",4.7,"
As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.","
    Director:
Jonathan Helpert
| 
    Stars:
Margaret Qualley, 
Anthony Mackie, 
Danny Huston, 
Tom Payne
","32,372",96.0,
Red Riding Hood,(2011),"
Fantasy, Horror, Mystery            ",5.5,"
Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.","
    Director:
Catherine Hardwicke
| 
    Stars:
Amanda Seyfried, 
Lukas Haas, 
Gary Oldman, 
Billy Burke
","109,473",100.0,$37.66M
Vampires vs. the Bronx,(2020),"
Comedy, Horror            ",5.6,"
A group of young friends from the Bronx fight to save their neighborhood from gentrification...and vampires.","
    Director:
Oz Rodriguez
| 
    Stars:
Jaden Michael, 
Gerald Jones III, 
Gregory Diaz IV, 
Sarah Gadon
","8,618",85.0,
Get Rich or Die Tryin',(2005),"
Biography, Crime, Drama            ",5.4,"
A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.","
    Director:
Jim Sheridan
| 
    Stars:
50 Cent, 
Joy Bryant, 
Adewale Akinnuoye-Agbaje, 
Omar Benson Miller
","45,092",117.0,$30.98M
The Girl on the Train,(2021),"
Crime, Drama, Mystery            ",4.4,"
The story follows a recent divorcee who spends her daily commute fantasizing about a seemingly perfect couple who live in a house that her train passes daily, but something shocking happens there one day.","
    Director:
Ribhu Dasgupta
| 
    Stars:
Aditi Rao Hydari, 
Kirti Kulhari, 
Parineeti Chopra, 
Hiten Patel
","7,821",120.0,
Rocco,(2016),"
Documentary            ",5.7,"
A behind-the-scene account of the porn world and its stars as they've never been seen before - and the no-holds-barred portrait of a true giant.","
    Directors:
Thierry Demaizière, 
Alban Teurlai
| 
    Stars:
Rocco Siffredi, 
Anikka Albrite, 
Veronica Avluv, 
Eva Berger
","3,700",105.0,
Duck Butter,(2018),"
Comedy, Drama, Romance            ",5.3,"
Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.","
    Director:
Miguel Arteta
| 
    Stars:
Alia Shawkat, 
Drew Langer, 
Marc Maron, 
Mark Duplass
","3,531",93.0,$0.01M
Alvin and the Chipmunks: The Squeakquel,(2009),"
Animation, Adventure, Comedy            ",4.5,"
The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","
    Director:
Betty Thomas
| 
    Stars:
Jason Lee, 
Zachary Levi, 
David Cross, 
Justin Long
","45,491",88.0,$219.61M
In the Name of the King: A Dungeon Siege Tale,(2007),"
Action, Adventure, Fantasy            ",3.8000000000000007,"
A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.","
    Director:
Uwe Boll
| 
    Stars:
Jason Statham, 
Ron Perlman, 
Ray Liotta, 
Leelee Sobieski
","46,327",127.0,$4.54M
Dancing Queens,(2021),"
Comedy, Drama            ",5.5,"
The story of Dylan Pettersson, a 23 year old girl from a small island in the Swedish archipelago with big dancing aspirations.","
    Director:
Helena Bergström
| 
    Stars:
Molly Nutley, 
Fredrik Quinones, 
Rakel Wärmländer, 
Christopher Wollter
","1,156",110.0,
The Little Mermaid,(2018),"
Adventure, Drama, Fantasy            ",4.3,"
A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.","
    Directors:
Blake Harris, 
Chris Bouchard
| 
    Stars:
William Moseley, 
Poppy Drayton, 
Loreto Peralta, 
Armando Gutierrez
","8,546",85.0,$7.15M
Sniper: Ghost Shooter,(2016 Video),"
Action, Drama, Thriller            ",5.4,"
Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.","
    Director:
Don Michael Paul
| 
    Stars:
Chad Michael Collins, 
Billy Zane, 
Dennis Haysbert, 
Nick Gomez
","3,512",99.0,
Miss Bala,(2019),"
Action, Crime, Drama            ",5.8,"
Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film.","
    Director:
Catherine Hardwicke
| 
    Stars:
Gina Rodriguez, 
Thomas Dekker, 
Vivian Chan, 
Barbarella Pardo
","10,048",104.0,$15.01M
Fire with Fire,(II) (2012),"
Action, Thriller            ",5.6,"
A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him.","
    Director:
David Barrett
| 
    Stars:
Josh Duhamel, 
Bruce Willis, 
Rosario Dawson, 
Vincent D'Onofrio
","25,743",97.0,
Desperados,(2020),"
Comedy, Romance            ",5.2,"
A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.","
    Director:
LP
| 
    Stars:
Nasim Pedrad, 
Anna Camp, 
Lamorne Morris, 
Sarah Burns
","9,291",105.0,
My Amanda,(2021),"
Drama, Romance            ",5.7,"
Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.","
    Director:
Alessandra de Rossi
| 
    Stars:
Alessandra de Rossi, 
Piolo Pascual
",214,89.0,
The Week Of,(2018),"
Comedy            ",5.2,"
Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough.","
    Director:
Robert Smigel
| 
    Stars:
Adam Sandler, 
Chris Rock, 
Steve Buscemi, 
Rachel Dratch
","20,005",116.0,
Jugar con Fuego,(2019– ),"
Drama            ",5.9,"
Three prosperous women, including a mother and her daughter, fall for a seductive man in Colombia's Coffee Triangle.","
            
    Stars:
Jason Day, 
Margarita Rosa de Francisco, 
Carlos Ponce, 
Laura Perico
",768,,
Ibiza,(2018),"
Comedy, Romance            ",5.2,"
A young American woman and her two best friends seek out a hot DJ in Spain.","
    Director:
Alex Richanbach
| 
    Stars:
Gwen Elizabeth Duchon, 
Gillian Jacobs, 
Michaela Watkins, 
Phoebe Robinson
","16,358",94.0,
The Prince,(I) (2014),"
Action, Thriller            ",4.6,"
When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.","
    Director:
Brian A. Miller
| 
    Stars:
Jason Patric, 
Bruce Willis, 
John Cusack, 
Jessica Lowndes
","17,952",93.0,
Day of the Dead: Bloodline,(2017),"
Action, Drama, Horror            ",3.8000000000000007,"
A small group of military personnel and survivalists dwell in an underground bunker as they seek to find a cure in a world overrun by zombies.","
    Director:
Hèctor Hernández Vicens
| 
    Stars:
Sophie Skelton, 
Johnathon Schaech, 
Jeff Gum, 
Marcus Vanco
","10,173",90.0,
Father of the Year,(2018),"
Comedy            ",5.2,"
Before NYC, college valedictorian Ben visits his trailer park loser dad. Same evening Ben argues with Larry about whose dad can kick the other dad's ass. Loser dad hears of this and tries to beat up doormat dad and chaos follows.","
    Director:
Tyler Spindel
| 
    Stars:
David Spade, 
Nat Faxon, 
Joey Bragg, 
Matt Shively
","10,647",94.0,
Final Girl,(2015),"
Horror, Thriller            ",4.7,"
A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.","
    Director:
Tyler Shields
| 
    Stars:
Abigail Breslin, 
Wes Bentley, 
Logan Huffman, 
Alexander Ludwig
","15,269",84.0,
See You Yesterday,(2019),"
Action, Adventure, Crime            ",5.2,"
Two Brooklyn teenage prodigies, C.J. Walker and Sebastian Thomas, build makeshift time machines to save C.J.'s brother, Calvin, from being wrongfully killed by a police officer.","
    Director:
Stefon Bristol
| 
    Stars:
Eden Duncan-Smith, 
Dante Crichlow, 
Astro, 
Marsha Stephanie Blake
","10,004",84.0,
Yankee,(2019– ),"
Drama            ",5.9,"
On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking, with the help of modern technology.","
            
    Stars:
Pablo Lyle, 
Ana Layevska, 
Pamela Almanza, 
Sebastián Ferrat
",566,40.0,
Love is Blind: After the Altar,(2021– ),"
Reality-TV            ",5.4,"
Couples from ""Love is Blind"" celebrate their wedding anniversaries.","
",39,45.0,
"Love, Guaranteed",(2020),"
Comedy, Romance            ",5.6,"
To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.","
    Director:
Mark Steven Johnson
| 
    Stars:
Rachael Leigh Cook, 
Damon Wayans Jr., 
Heather Graham, 
Caitlin Howden
","15,183",90.0,
Sandy Wexler,(2017),"
Comedy            ",5.2,"
Sandy Wexler is a talent manager working in Los Angeles in the 1990s, diligently representing a group of eccentric clients on the fringes of show business.","
    Director:
Steven Brill
| 
    Stars:
Adam Sandler, 
Jennifer Hudson, 
Kevin James, 
Colin Quinn
","15,619",130.0,
Survivor,(I) (2015),"
Action, Crime, Thriller            ",5.6,"
A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.","
    Director:
James McTeigue
| 
    Stars:
Milla Jovovich, 
Pierce Brosnan, 
Dylan McDermott, 
Paddy Wallace
","32,250",96.0,
Romeo & Juliet,(II) (2013),"
Drama, Romance            ",5.8,"
Romeo and Juliet secretly wed despite the sworn contempt their families hold for each other. It is not long, however, before a chain of fateful events changes the lives of both families forever.","
    Director:
Carlo Carlei
| 
    Stars:
Hailee Steinfeld, 
Douglas Booth, 
Damian Lewis, 
Laura Morante
","11,411",118.0,$1.16M
Think Like a Dog,(2020),"
Comedy, Drama, Family            ",5.2,"
A 12-year-old tech prodigy's science experiment goes awry and he forges a telepathic connection with his dog. The duo join forces and use their unique perspectives on life to comically overcome complications of family and school.","
    Director:
Gil Junger
| 
    Stars:
Megan Fox, 
Josh Duhamel, 
Gabriel Bateman, 
Kunal Nayyar
","1,350",91.0,
You Get Me,(2017),"
Crime, Drama, Romance            ",4.7,"
A one night stand turns into a nightmare for a High School student, when the obsession of a young woman grows dangerous.","
    Director:
Brent Bonacorso
| 
    Stars:
Bella Thorne, 
Halston Sage, 
Taylor John Smith, 
Nash Grier
","12,119",89.0,
